price,class,weight,condition,taste grade,size,age,type,origin
1.03,3,178,3,8,179,18,Gwen,Israel
1.1,3,196,3,8,134,36,Gwen,Peru
0.67,5,169,4,7,170,20,Pinkerton,Spain
0.76,3,208,4,7,126,13,Gwen,Spain
1,3,207,3,8,150,18,Gwen,Peru
0.73,2,76,4,4,77,30,Hass,Peru
1.32,4,402,3,11,403,7,Hass,Chile
1.08,4,362,4,8,183,18,Pinkerton,Israel
0.85,4,233,3,7,124,20,Pinkerton,Other
1.01,3,146,4,7,147,21,Reed,South Africa
0.98,4,225,3,8,121,23,Pinkerton,South Africa
0.99,6,285,3,7,286,9,Gwen,Israel
1.19,4,264,5,8,174,32,Hass,Chile
0.59,3,131,3,7,97,19,Reed,Peru
0.74,4,272,3,9,273,10,Reed,Peru
1.28,4,343,3,11,344,6,Pinkerton,Chile
0.71,3,199,3,7,135,14,Pinkerton,Chile
0.64,3,117,3,7,118,12,Pinkerton,Spain
0.66,3,139,4,8,140,12,Pinkerton,Israel
0.65,4,154,3,7,155,16,Pinkerton,Israel
0.56,2,76,2,6,77,33,Reed,Chile
0.63,4,128,3,6,129,23,Hass,Spain
0.94,4,299,3,8,300,5,Reed,Chile
0.72,4,177,3,7,178,7,Gwen,Spain
1.15,5,383,3,10,384,5,Pinkerton,Spain
0.84,3,287,3,9,288,4,Hass,Israel
0.68,3,152,3,6,153,22,Pinkerton,Other
0.62,2,66,4,5,67,23,Hass,Other
0.75,3,180,4,7,121,26,Pinkerton,Peru
1.14,2,357,3,9,238,7,Gwen,South Africa
1.07,5,305,4,8,193,30,Pinkerton,Peru
0.88,2,82,4,7,83,32,Gwen,South Africa
0.97,3,361,3,8,196,7,Pinkerton,Spain
0.8,3,149,5,7,78,36,Hass,Chile
0.89,3,156,4,7,137,28,Pinkerton,Spain
1,3,166,3,7,167,21,Gwen,Spain
0.81,3,118,4,6,77,31,Hass,Chile
0.6,3,96,5,5,97,40,Reed,Israel
0.75,3,163,3,7,164,11,Hass,Peru
0.94,4,226,3,8,227,13,Gwen,Spain
0.68,3,152,4,7,153,20,Reed,Other
1.31,5,305,4,8,166,21,Reed,Peru
0.95,3,100,3,8,101,25,Pinkerton,Other
0.77,4,265,4,8,266,9,Hass,South Africa
0.75,3,175,3,8,128,19,Gwen,Other
0.74,3,177,3,8,128,18,Pinkerton,Chile
0.87,3,177,3,8,128,18,Hass,Peru
0.65,2,77,4,6,78,24,Pinkerton,Other
1.19,4,337,3,8,338,2,Pinkerton,Peru
0.72,5,213,3,7,145,25,Reed,Spain
0.6,3,105,3,7,106,21,Pinkerton,Peru
0.75,5,280.3,3,8,281.3,19,Gwen,Peru
0.79,3,208,4,8,209,13,Pinkerton,South Africa
0.93,3,208,4,8,209,13,Reed,Other
0.92,4,212,3,7,120,23,Pinkerton,South Africa
0.72,3,255,3,9,256,10,Gwen,Spain
0.99,3,129,4,7,130,18,Pinkerton,Israel
0.68,5,179,4,7,107,35,Hass,Israel
1.02,5,272,3,8,187,9,Hass,Peru
0.94,3,104,3,7,105,36,Pinkerton,Chile
0.6,3,84,3,6,85,17,Hass,South Africa
0.61,3,165,3,7,166,20,Gwen,Israel
0.8,4,208,3,8,147,15,Pinkerton,Spain
0.8,4,154,3,8,155,2,Reed,South Africa
1.12,4,388,3,10,389,5,Gwen,Chile
0.88,4,186,3,8,187,8,Gwen,Israel
0.61,3,128,4,7,129,15,Gwen,Peru
0.94,3,320,3,8,211,18,Gwen,South Africa
0.72,3,220,3,8,221,10,Pinkerton,Israel
0.85,3,157,4,7,108,27,Gwen,Other
0.87,3,207.4,3,8,208.4,8,Hass,Other
0.96,4,245,3,9,246,9,Gwen,Chile
0.99,4,252,3,9,253,13,Hass,Chile
0.64,5,219,3,7,120,19,Pinkerton,Other
0.75,5,219,3,7,120,19,Pinkerton,Other
0.69,3,232,3,7,233,15,Hass,Peru
0.67,3,137,3,7,110,9,Hass,Spain
0.62,3,173,4,6,174,25,Pinkerton,South Africa
0.76,3,164,3,7,112,18,Hass,Spain
0.72,3,130,4,6,131,16,Gwen,Other
0.74,3,156,3,7,107,17,Hass,Israel
0.83,2,112,3,6,74,33,Reed,Israel
1.16,3,267,3,9,268,12,Pinkerton,Other
0.87,5,381,5,8,382,18,Gwen,Other
0.78,3,144,4,7,145,14,Reed,Other
0.61,4,120,3,5,121,17,Pinkerton,Other
0.82,3,152,3,7,83,17,Pinkerton,Peru
0.63,4,250,3,8,184,14,Pinkerton,Israel
0.7,4,201,4,8,202,15,Gwen,Other
0.66,4,121,3,7,122,26,Hass,Chile
0.68,2,110,4,6,111,26,Reed,Spain
0.78,3,105,4,6,81,23,Reed,South Africa
0.64,3,212,3,7,139,20,Hass,Chile
0.68,3,124,3,6,125,23,Reed,Peru
1.55,4,346,3,10,257,5,Gwen,UK
0.71,3,127,3,7,128,22,Gwen,UK
1.41,4,298,4,10,203,28,Reed,Other
0.87,2,125,3,7,126,31,Pinkerton,Peru
0.9,4,174,4,8,175,18,Gwen,Peru
0.63,4,173,4,7,174,20,Reed,Chile
0.77,3,124,3,7,125,11,Hass,Chile
0.85,2,167,5,7,168,30,Gwen,Chile
0.72,4,214,3,8,215,9,Reed,South Africa
0.74,5,253,3,7,153,9,Hass,Spain
0.51,2,96,2,6,97,24,Hass,Spain
1.34,4,413,3,11,414,6,Pinkerton,Chile
0.79,4,171,3,8,172,12,Reed,Peru
0.78,3,149,4,7,150,19,Hass,Other
1.38,4,475,3,11,476,11,Pinkerton,Peru
1.21,4,340,4,11,341,11,Reed,South Africa
0.88,3,221,3,8,222,9,Reed,Peru
0.76,3,165,4,8,114,14,Gwen,Chile
0.85,3,126,4,7,79,25,Hass,Spain
0.75,3,196,4,7,127,19,Reed,Spain
0.72,4,180,3,8,181,8,Hass,Spain
0.97,3,194,4,7,125,19,Gwen,Peru
1.01,4,282,3,9,283,6,Pinkerton,Peru
0.7,4,282,4,8,193,18,Pinkerton,Peru
0.55,2,72,5,5,73,35,Pinkerton,Israel
0.78,3,164,3,7,112,17,Pinkerton,Peru
0.81,3,156,3,7,157,32,Reed,Israel
0.59,6,156,3,6,107,36,Hass,Other
0.83,4,191,3,7,122,21,Reed,Chile
0.88,5,157,4,7,158,37,Reed,Spain
0.7,4,203.8,3,8,204.8,3,Reed,Israel
0.61,3,172,4,7,123,14,Pinkerton,Spain
0.84,3,167,4,7,168,32,Reed,Spain
1.09,4,283,4,9,284,7,Hass,Peru
0.83,4,169,4,7,122,21,Reed,UK
0.75,4,162,4,7,163,32,Hass,Other
0.93,4,236,3,9,237,10,Pinkerton,Other
0.67,3,148,3,7,118,20,Reed,Peru
1.04,4,270,3,9,271,5,Hass,Spain
0.66,3,178,2,7,125,20,Hass,South Africa
0.59,3,143,5,6,144,21,Pinkerton,Peru
0.96,2,216,5,8,118,32,Pinkerton,Peru
0.66,3,180,3,8,181,14,Gwen,Israel
0.9,2,193,3,8,194,5,Gwen,Peru
0.83,4,196,4,8,134,15,Pinkerton,Peru
0.69,4,192,3,8,193,9,Hass,South Africa
0.72,3,147,3,6,148,24,Pinkerton,South Africa
0.74,5,298,3,7,169,27,Hass,South Africa
0.93,5,298,3,7,169,27,Hass,Israel
0.93,3,236,3,8,237,13,Reed,Chile
0.93,3,179,4,7,180,15,Pinkerton,South Africa
0.84,3,213,3,8,138,15,Gwen,South Africa
0.74,4,203,3,8,204,6,Pinkerton,Israel
0.91,4,179,5,8,180,16,Pinkerton,South Africa
0.71,3,226,3,8,227,10,Reed,Peru
1.08,4,235,4,7,146,35,Pinkerton,Peru
0.76,3,169,3,8,116,2,Hass,Peru
0.66,3,132,3,7,133,36,Pinkerton,Peru
0.96,4,269,3,9,270,7,Gwen,Spain
0.77,4,281,3,7,172,21,Pinkerton,Spain
0.74,3,228,3,8,229,9,Gwen,Spain
0.77,4,287,3,8,255,14,Reed,Chile
1.08,3,303,4,10,304,9,Hass,Other
1.03,4,294,3,9,295,5,Reed,Peru
0.7,3,119,3,6,120,30,Hass,Spain
0.68,3,180,3,7,181,6,Pinkerton,Spain
0.65,3,158,3,8,119,9,Pinkerton,Spain
0.81,3,173,3,8,174,8,Reed,Chile
0.9,3,191,4,7,192,21,Gwen,Spain
0.71,2,100,3,6,95,38,Reed,Peru
0.69,4,252,4,7,127,11,Pinkerton,Chile
0.77,3,142,3,7,98,24,Hass,Chile
1.09,4,308,3,9,309,6,Gwen,Israel
0.61,3,106,5,7,107,21,Gwen,Peru
0.87,4,216,3,8,217,12,Gwen,Peru
1.79,4,406,3,10,407,5,Hass,Spain
0.69,1,194,4,7,111,14,Reed,Peru
0.91,4,225,3,8,226,10,Gwen,Peru
0.72,2,162,5,6,86,33,Hass,South Africa
0.67,2,92,4,6,93,40,Pinkerton,South Africa
0.62,3,137,3,7,138,8,Pinkerton,Spain
0.58,3,92,4,6,93,17,Hass,South Africa
0.63,3,136,3,7,137,19,Pinkerton,South Africa
0.58,3,163,3,7,164,26,Reed,Peru
0.95,6,361,3,8,322,17,Hass,Other
0.78,4,301,3,9,302,5,Pinkerton,Chile
1.09,3,232,4,8,143,21,Gwen,Peru
1.02,5,329,3,7,188,5,Pinkerton,Spain
0.7,3,204,3,8,205,7,Hass,Other
0.71,3,192,4,8,133,14,Pinkerton,Peru
0.83,3,212,3,8,213,11,Hass,Israel
0.97,3,217,3,9,218,6,Hass,Chile
0.8,2,133,3,7,91,12,Pinkerton,Peru
0.61,3,158,4,6,81,26,Gwen,Chile
0.94,3,358,4,10,222,10,Pinkerton,Other
1.22,4,258,4,9,186,38,Reed,Peru
0.96,4,193,3,8,168,26,Gwen,Israel
0.92,3,212,3,7,213,5,Gwen,Peru
0.72,3,199,4,8,142,11,Pinkerton,Peru
0.7,4,131,4,7,132,18,Reed,Spain
0.79,3,267,4,10,268,11,Gwen,Peru
0.78,2,191,4,7,102,16,Hass,Peru
0.68,4,153,4,6,154,15,Pinkerton,Israel
1.13,6,292,4,9,279,37,Pinkerton,Peru
0.6,3,101,3,7,102,22,Pinkerton,Spain
1.07,4,245,4,9,164,11,Reed,UK
0.73,4,182,3,7,183,7,Hass,South Africa
0.75,4,209,4,7,148,12,Hass,Peru
0.68,2,220,3,7,111,16,Reed,South Africa
0.64,4,225,3,8,158,11,Pinkerton,Israel
0.85,3,145,3,8,146,7,Reed,South Africa
0.87,4,228,4,8,229,11,Reed,Other
0.74,4,272,3,8,211,7,Gwen,Peru
0.82,3,225,3,8,147,15,Hass,South Africa
0.56,3,109,3,7,95,27,Reed,South Africa
0.68,3,197,4,7,131,18,Hass,Other
0.8,4,278,3,7,279,12,Reed,Spain
1.19,4,229,4,8,156,20,Hass,Israel
0.88,3,233,3,7,140,12,Pinkerton,Israel
0.88,4,406,3,10,407,4,Reed,Peru
0.61,4,147,4,8,148,18,Reed,Chile
0.67,2,162,3,6,93,31,Reed,Israel
1.11,5,322,3,9,323,5,Hass,Peru
1.1,4,327,3,9,328,9,Gwen,Spain
0.8,3,216,3,8,174,16,Reed,South Africa
0.79,2,115,3,7,102,33,Pinkerton,South Africa
0.98,4,224,3,8,155,19,Pinkerton,South Africa
0.61,3,128,4,6,129,12,Hass,South Africa
0.62,3,84,3,6,85,17,Pinkerton,Spain
1,3,168,4,8,169,20,Hass,Chile
0.99,5,233,4,7,156,16,Pinkerton,Spain
1.14,4,303,3,10,304,7,Pinkerton,Spain
0.87,6,288,3,7,289,13,Hass,Peru
1.09,3,291,5,7,202,27,Hass,Peru
1.15,4,309,3,10,310,11,Pinkerton,South Africa
1.01,4,272,3,8,273,12,Reed,Chile
0.67,3,131,3,7,132,18,Reed,Israel
0.9,2,179,4,8,137,20,Gwen,Peru
0.94,3,283,3,9,284,10,Hass,Spain
1.08,4,315,3,9,316,5,Gwen,Israel
1.91,5,393,3,9,292,2,Reed,Other
0.99,6,284,5,8,143,20,Pinkerton,Peru
0.89,5,248,3,7,165,34,Pinkerton,Spain
0.75,3,193,3,7,134,20,Hass,Chile
0.72,3,126,3,6,73,25,Pinkerton,Chile
0.72,3,67,4,6,68,17,Pinkerton,Israel
1.49,5,393,4,10,255,15,Gwen,Other
1.02,4,316,3,10,317,7,Reed,Israel
0.97,4,177,4,8,178,19,Pinkerton,Peru
1.11,5,224,4,8,225,19,Gwen,Israel
0.64,3,99,4,7,100,20,Reed,Peru
0.7,3,158,3,7,159,7,Reed,Chile
0.66,4,156,3,7,157,9,Gwen,Chile
1.18,6,264,5,8,177,33,Reed,South Africa
0.68,2,212,4,6,145,32,Gwen,Other
0.67,2,120,3,6,121,24,Pinkerton,Chile
2.86,4,504,5,10,288,15,Reed,South Africa
0.65,3,146,5,5,127,26,Gwen,Other
1.95,4,489,3,13,490,5,Reed,Peru
0.68,3,158,5,7,159,22,Gwen,Chile
0.84,3,210,4,8,134,14,Pinkerton,Chile
1.19,3,206,4,8,207,18,Pinkerton,Chile
1.04,3,169,4,8,170,31,Pinkerton,Israel
1.1,4,337,5,8,193,14,Gwen,Spain
0.99,3,233,3,9,234,5,Pinkerton,Spain
0.65,4,182,4,7,109,13,Reed,Israel
0.92,3,189,4,8,190,17,Reed,Chile
1.46,4,382,3,10,383,9,Gwen,Peru
0.83,3,277,3,9,278,10,Gwen,Spain
1.15,4,302,3,10,303,10,Pinkerton,Peru
0.73,3,117,3,7,118,19,Reed,Peru
0.72,3,127,3,7,128,22,Reed,Spain
0.9,4,195,3,8,196,9,Hass,Peru
0.7,4,223,4,7,134,14,Reed,Chile
0.93,3,222,4,7,223,33,Pinkerton,Chile
0.65,4,206,3,7,118,14,Reed,Other
0.81,3,110,3,7,111,34,Hass,South Africa
0.78,4,114,3,7,91,17,Reed,Peru
1.12,3,198,4,9,133,23,Pinkerton,Spain
0.74,5,248,3,7,131,5,Gwen,Chile
0.7,3,105,3,7,106,23,Hass,South Africa
0.67,3,126,3,6,127,24,Reed,Spain
0.65,3,168,3,6,89,24,Pinkerton,Other
0.71,4,136,4,7,137,24,Reed,Israel
1.14,4,245,4,9,204,13,Gwen,Other
0.74,5,226,3,8,227,7,Gwen,Israel
0.52,2,106,4,5,107,37,Pinkerton,Peru
1.16,4,372,4,10,373,12,Reed,South Africa
1.04,3,161,5,7,162,19,Pinkerton,Israel
0.9,4,335,3,8,268,10,Reed,Other
0.54,2,79,3,7,80,23,Hass,Other
1.08,2,166,3,7,100,27,Reed,Chile
0.64,3,142,4,7,143,19,Gwen,Peru
0.8,3,205,4,8,158,14,Hass,Spain
0.65,3,125,4,7,126,11,Hass,Peru
1.27,3,170,4,7,171,22,Reed,Peru
1.07,4,266,3,10,267,9,Hass,South Africa
0.67,3,135,3,6,136,35,Hass,South Africa
0.69,4,181,2,7,112,18,Pinkerton,South Africa
0.6,4,221,3,8,174,11,Pinkerton,Israel
0.7,3,212,4,7,143,16,Reed,Spain
1.05,3,247,3,8,155,11,Gwen,Peru
0.79,4,270,3,9,271,7,Reed,Chile
0.97,2,176,4,7,89,30,Reed,Peru
0.62,5,193,3,6,194,26,Hass,Israel
0.74,4,168,4,6,169,36,Reed,Spain
0.74,2,139,4,6,92,25,Gwen,Peru
0.84,4,224,3,8,225,14,Pinkerton,Spain
0.72,4,198,3,7,199,19,Pinkerton,South Africa
1.01,3,183,5,8,184,39,Hass,Israel
0.99,3,98,4,6,99,26,Hass,Chile
1.19,6,355,3,8,356,32,Hass,South Africa
0.79,3,166,5,7,93,34,Reed,Other
0.88,4,249,3,8,205,15,Pinkerton,Other
0.89,4,232.9,3,9,233.9,8,Hass,Israel
0.92,3,179,3,8,180,12,Pinkerton,South Africa
1.35,3,283,3,8,185,35,Gwen,Spain
0.7,3,116,3,7,117,17,Gwen,Israel
0.55,3,100,3,7,101,22,Pinkerton,Israel
0.84,3,254,4,8,183,15,Pinkerton,Israel
0.92,2,175,4,8,145,14,Gwen,Spain
0.79,3,289,3,8,290,7,Gwen,Other
0.73,4,187,3,7,121,22,Reed,Other
0.87,4,220,3,8,221,11,Gwen,Peru
0.69,3,130,4,7,131,23,Pinkerton,Peru
1.12,5,341,3,10,254,15,Gwen,Other
0.67,3,116,3,7,117,22,Gwen,Spain
1.02,3,210,3,8,211,35,Pinkerton,Chile
0.67,3,149,3,7,150,9,Reed,Peru
0.82,4,328,3,7,329,14,Reed,Other
0.62,3,145,4,8,146,14,Pinkerton,Other
0.8,3,193,4,7,143,20,Hass,Peru
0.67,3,166,3,7,105,14,Gwen,Israel
0.73,3,126,3,7,127,17,Hass,Spain
0.53,3,117,2,6,118,13,Gwen,Chile
1.11,4,335,4,9,203,14,Gwen,Peru
0.8,3,142,3,7,143,5,Pinkerton,Peru
0.65,3,217,4,7,164,14,Gwen,Peru
0.75,4,180,5,6,91,23,Reed,Peru
0.94,4,200,3,8,201,10,Reed,Chile
0.88,3,166,3,7,97,26,Pinkerton,South Africa
0.87,4,154,4,7,78,25,Pinkerton,Chile
0.64,2,116,3,7,90,5,Reed,South Africa
1.01,3,170,3,7,171,38,Hass,Other
0.96,3,158,3,8,159,17,Hass,Spain
0.81,3,208,3,8,209,3,Gwen,South Africa
0.65,3,103,3,6,104,24,Gwen,Other
0.89,3,177,4,7,103,19,Reed,Peru
0.76,3,154,3,7,113,20,Pinkerton,Israel
0.79,4,265,3,9,266,7,Pinkerton,Peru
0.72,4,269,3,8,270,7,Reed,Peru
0.93,4,221,3,9,222,7,Hass,Chile
0.73,4,239,3,7,240,6,Gwen,Other
0.98,5,258,4,8,149,19,Hass,Chile
0.72,4,216,3,7,217,6,Pinkerton,Other
0.91,4,223,4,8,144,17,Pinkerton,Peru
0.96,4,200,5,7,201,32,Hass,Peru
0.62,3,128,5,6,129,35,Gwen,South Africa
0.94,4,281,4,8,165,14,Pinkerton,Israel
0.89,4,168,3,8,169,15,Reed,Peru
0.91,3,215,3,8,216,8,Gwen,Israel
1.05,3,282,3,9,283,5,Reed,Spain
0.8,3,175,3,7,122,11,Reed,Other
0.92,2,106,2,7,101,35,Pinkerton,Spain
0.82,4,243,3,7,244,18,Gwen,Other
0.67,4,266,3,8,160,11,Reed,Chile
0.89,2,167,3,9,168,4,Pinkerton,Peru
0.77,3,138,4,7,139,17,Reed,Israel
1.41,4,416,3,11,417,10,Reed,Other
0.64,3,179,3,8,180,9,Pinkerton,Chile
0.65,3,194,3,7,147,10,Hass,Spain
0.65,3,139,3,7,140,8,Gwen,Peru
0.83,3,220,3,8,121,20,Gwen,Peru
0.88,3,126.4,3,8,127.4,6,Pinkerton,Israel
0.68,2,109.5,3,7,110.5,40,Reed,South Africa
0.74,2,85,3,6,76,35,Reed,Other
0.96,4,176,4,7,118,24,Hass,Peru
0.55,1,69,4,5,70,34,Hass,Peru
0.71,3,140,3,7,141,20,Gwen,Israel
0.74,5,181,3,7,182,7,Reed,Israel
0.58,2,131,3,7,96,26,Reed,Spain
0.63,3,140,4,7,141,17,Gwen,Spain
0.64,3,235,4,7,119,19,Hass,Other
0.62,3,115,3,7,116,17,Pinkerton,Chile
0.56,5,171,4,7,172,20,Reed,Other
0.81,3,166,5,7,114,17,Hass,South Africa
0.84,3,195,4,7,196,18,Pinkerton,Peru
0.73,4,178,3,7,179,18,Pinkerton,Other
0.85,4,245,3,8,246,5,Reed,Other
0.73,1,206,3,7,157,31,Hass,Chile
0.73,3,154,4,7,155,18,Reed,Chile
0.66,3,165,3,7,166,7,Hass,Chile
0.79,3,116,3,7,117,20,Gwen,Other
0.74,2,144,3,7,145,12,Reed,Peru
0.81,3,215,4,8,162,18,Hass,Chile
0.66,2,106,3,6,107,23,Hass,Chile
2.03,3,262,4,9,263,24,Hass,Israel
1.04,3,163,3,7,97,22,Pinkerton,Other
0.63,3,184,4,7,151,12,Reed,Israel
0.86,2,82,3,5,83,24,Gwen,Spain
0.84,2,82,3,5,83,24,Hass,Peru
0.82,3,201,3,8,202,7,Hass,Peru
0.88,4,199,3,8,200,10,Pinkerton,Other
0.75,4,299,3,8,300,6,Hass,Chile
0.96,4,254,3,9,255,7,Reed,Peru
0.74,3,164,4,7,115,19,Reed,Peru
0.72,4,250,3,9,150,14,Hass,Chile
1.87,4,402,3,11,403,6,Reed,Chile
0.64,3,150,3,6,140,26,Pinkerton,Israel
0.66,4,159.4,5,7,109.8,15,Gwen,Peru
0.74,4,213,4,7,214,30,Pinkerton,South Africa
0.66,3,113,3,7,114,20,Hass,Chile
0.65,3,169,3,7,170,8,Gwen,South Africa
0.84,2,144,3,7,97,25,Pinkerton,South Africa
1.14,4,327,3,10,328,6,Gwen,Chile
1.15,4,435,3,9,221,5,Reed,Other
0.92,4,161,5,7,103,13,Hass,Other
0.71,3,95,3,7,96,17,Pinkerton,Other
0.7,3,101,5,6,102,24,Hass,UK
0.86,3,142,3,7,143,13,Hass,South Africa
0.63,3,120,4,7,121,18,Reed,South Africa
1.07,5,202,4,7,102,19,Pinkerton,Other
0.8,5,339,3,7,340,6,Reed,Chile
1.03,2,170,3,8,147,35,Reed,Israel
2.48,5,341,3,9,277,36,Hass,South Africa
0.8,3,203,3,8,164,15,Hass,South Africa
1.17,4,286,5,7,157,25,Gwen,South Africa
0.75,4,169,4,7,88,12,Pinkerton,South Africa
0.52,2,76,3,5,77,30,Pinkerton,Peru
0.83,3,178,3,7,122,15,Pinkerton,Peru
0.85,3,155,5,8,156,34,Reed,Spain
1.18,4,409,3,10,410,5,Reed,Israel
0.63,2,88,5,7,89,22,Gwen,Other
0.61,3,132,3,7,89,8,Hass,Other
0.7,2,95,3,6,96,37,Gwen,Peru
0.77,3,139,3,7,140,12,Pinkerton,Chile
0.72,3,190,4,8,123,19,Reed,Israel
0.72,2,139.2,4,7,140.2,14,Pinkerton,Peru
1.04,4,334,3,10,335,7,Pinkerton,Israel
0.94,4,275,3,9,173,13,Gwen,Peru
0.72,3,140,5,5,141,33,Pinkerton,South Africa
0.9,3,222,3,8,129,13,Gwen,South Africa
0.74,4,121,3,7,122,33,Gwen,Israel
0.78,3,239,3,7,130,20,Hass,South Africa
0.81,5,187,3,7,188,20,Gwen,Israel
0.76,2,94,4,7,82,32,Reed,UK
0.51,4,112,3,5,87,27,Reed,South Africa
0.84,3,125,3,8,126,5,Pinkerton,Other
0.61,3,106,4,7,107,22,Pinkerton,Israel
0.9,5,241,5,7,161,14,Reed,Peru
0.73,5,284.4,3,8,285.4,2,Hass,Other
0.88,4,220,5,7,134,14,Pinkerton,Chile
1.26,5,346,3,10,284,3,Reed,Israel
1.04,2,158,3,8,159,33,Hass,Peru
0.96,2,152,3,7,93,23,Gwen,Israel
0.84,3,226,3,9,227,9,Gwen,Peru
0.78,4,180,4,7,101,32,Pinkerton,Chile
1,4,265,3,10,266,11,Reed,Spain
0.73,3,100,3,7,101,12,Reed,Israel
0.65,4,230,4,6,116,19,Reed,Peru
0.72,3,108,4,6,109,35,Reed,Peru
0.56,3,90.2,3,7,91.2,18,Pinkerton,Spain
0.75,2,73,3,7,74,25,Reed,Israel
1.29,4,260,4,8,261,18,Pinkerton,Other
0.78,3,157,4,7,158,21,Gwen,Peru
1.19,5,287.6,4,9,198,16,Reed,Peru
1,4,229,4,8,179,15,Gwen,Peru
0.84,2,147,3,8,148,5,Hass,Israel
0.89,3,262,3,8,198,9,Pinkerton,South Africa
1.19,5,268,4,8,146,19,Reed,Spain
0.69,4,202,3,8,203,8,Hass,Peru
1.11,3,210,3,7,211,25,Hass,Peru
0.87,3,151,4,8,152,19,Hass,Other
1.79,3,285,3,10,180,14,Pinkerton,South Africa
1.45,4,428,3,11,341,7,Reed,South Africa
0.73,4,323.8,4,8,168.8,14,Gwen,Peru
1.41,3,274,3,10,275,36,Gwen,Spain
1.01,4,202,4,7,203,22,Gwen,Chile
0.85,3,152,3,7,153,7,Pinkerton,Other
0.79,5,386,4,8,231,22,Hass,Spain
0.68,4,160,4,7,109,14,Reed,Other
0.72,4,209,3,8,210,10,Gwen,Israel
1.64,5,402,3,9,313,3,Pinkerton,Israel
1.28,4,291,3,9,292,11,Gwen,Chile
0.71,3,90,4,7,91,17,Gwen,Chile
0.92,3,172,3,8,173,13,Pinkerton,Chile
0.88,5,303,4,8,261,20,Gwen,Peru
1.68,4,303,3,9,239,6,Hass,UK
1.04,4,219,4,7,146,19,Gwen,Peru
0.67,3,168,3,8,169,11,Hass,Israel
0.71,3,121,4,7,122,22,Reed,Israel
0.76,3,112,3,7,113,22,Gwen,Other
0.86,4,318,3,8,303,5,Reed,Peru
0.6,3,92,4,7,93,17,Hass,South Africa
0.64,2,70,3,6,71,22,Reed,South Africa
0.65,3,254,3,8,255,10,Pinkerton,Spain
1.28,4,210,4,8,211,36,Gwen,South Africa
1.28,3,154,3,7,155,24,Pinkerton,Spain
0.63,3,142,4,7,143,10,Reed,Peru
0.69,4,145,4,7,146,18,Gwen,Chile
0.68,3,155,3,6,84,25,Hass,Peru
0.72,3,192,4,8,193,12,Pinkerton,Peru
0.96,3,192,4,8,193,12,Reed,Chile
0.99,4,251,3,8,252,6,Pinkerton,South Africa
0.9,2,166,3,8,167,6,Hass,Other
1.17,4,399,3,9,400,5,Reed,Peru
1.08,3,235,4,8,182,27,Hass,Spain
0.65,3,135,4,7,136,17,Reed,UK
0.73,5,298,3,7,172,17,Gwen,Peru
2.53,5,639,3,10,457,27,Hass,Chile
0.76,3,159,3,7,160,18,Pinkerton,Chile
0.66,4,140,4,6,141,26,Hass,Spain
0.88,3,188,3,8,189,11,Reed,Peru
1.11,4,350,3,10,351,11,Hass,Spain
0.75,2,137,3,8,138,11,Pinkerton,Peru
0.72,4,281,3,8,282,6,Reed,Spain
0.7,3,222,4,8,223,10,Pinkerton,Other
0.71,3,211,4,8,212,10,Hass,Peru
0.67,3,172,4,7,145,15,Reed,Other
0.83,5,178,4,8,134,15,Gwen,South Africa
0.65,3,141,3,7,142,12,Gwen,Peru
0.91,3,211,4,7,112,18,Gwen,Israel
1.08,3,270,3,10,271,9,Reed,Chile
1.72,3,261,4,8,262,19,Gwen,South Africa
0.77,3,166,3,7,84,13,Pinkerton,Spain
1.36,4,457,3,11,458,6,Pinkerton,Chile
0.9,3,376,4,10,265,14,Hass,Chile
0.69,3,161,3,8,162,5,Pinkerton,South Africa
0.67,3,174,3,7,140,9,Reed,Peru
0.84,5,353,3,7,239,7,Reed,Spain
0.51,3,84,3,6,85,20,Pinkerton,Israel
0.58,3,84,3,6,85,20,Hass,Peru
0.55,4,147,3,7,148,25,Hass,Israel
0.72,4,247,3,6,198,24,Gwen,South Africa
1,4,222,3,8,129,23,Gwen,South Africa
0.95,3,172,4,7,97,32,Pinkerton,Chile
1.14,4,270,4,8,271,9,Pinkerton,Other
0.64,2,95,3,5,96,29,Reed,Chile
0.92,3,179,3,8,180,10,Reed,Other
0.85,3,161,3,8,162,7,Pinkerton,Other
0.9,3,229,3,8,230,6,Gwen,South Africa
0.77,4,217,4,7,218,13,Reed,Spain
1.27,3,210,3,9,211,4,Hass,UK
0.94,3,232,3,8,233,15,Hass,Peru
0.7,2,112,4,6,113,22,Hass,Chile
0.65,3,153,4,7,154,10,Reed,Peru
1.81,3,349,5,9,178,20,Hass,Spain
0.72,3,118,3,7,119,20,Gwen,Other
0.96,5,205,3,7,148,36,Pinkerton,Other
1.35,2,236,3,9,237,8,Reed,Other
0.77,4,257,3,8,258,9,Reed,South Africa
0.77,2,127,3,7,128,37,Hass,Chile
0.62,3,125,3,7,126,18,Pinkerton,Israel
0.65,3,251,3,8,162,14,Pinkerton,Israel
1.11,4,269,4,9,213,37,Gwen,Peru
0.72,4,290,3,8,291,6,Gwen,South Africa
2.01,4,383,3,11,238,13,Reed,Peru
0.87,5,128,3,7,129,32,Pinkerton,Peru
1.41,5,435,3,10,353,4,Pinkerton,Peru
0.91,1,137,4,7,138,33,Gwen,Israel
0.76,2,123,3,8,97,3,Pinkerton,Spain
